urun_adi,ay_key,ort_fiyat,en_dusuk,en_yuksek,ithal_mi,hassasiyet_katsayisi,mevsim_faktoru,ay_start,yil,ay,ceyrek,ay_sin,ay_cos,fiyat_spread,urun_kod,fiyat_lag1,fiyat_lag2,fiyat_lag3,fiyat_lag6,fiyat_lag12,roll3_ort,roll3_std,roll6_ort,roll6_std,momentum_pct,fiyat_diff_1,fiyat_diff_2,diff_lag1,diff_lag2,diff_roll3_ort,diff_roll3_std,son_yon,son3_yon_toplam,volatilite_3,hedef_abs,hedef_aylik,konya_ort_sicaklik,konya_toplam_yagis,konya_nem,antalya_ort_sicaklik,dolar_kuru,mazot_fiyati,aylik_tufe,lojistik
ananas,2022-06,27.0,24.0,30.0,1,1.2,0,2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,6.0,3,25.857142857142858,25.0,24.88888888888889,,,25.24867724867725,0.5298671694558391,22.906349206349205,3.290313857510737,0.044198895027624197,1.1428571428571423,2.0,0.8571428571428577,0.11111111111111072,1.8571428571428577,2.407209713378213,1.0,3.0,0.02098593776763487,27.0,0.0,20.92,1.2233333333333334,50.86666666666667,25.823333333333334,16.748666666666665,30.0,4.95,0.5024599999999999
ananas,2022-07,27.0,24.0,30.0,1,1.2,0,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,6.0,3,27.0,25.857142857142858,25.0,18.5,,25.952380952380953,1.0033955955097784,23.58862433862434,3.3843652819203838,0.0,0.0,1.1428571428571423,1.1428571428571423,0.8571428571428577,0.7037037037037036,0.5327125386754257,0.0,3.0,0.03866294955175293,27.0,0.0,23.193548387096776,0.022580645161290325,38.12903225806452,30.493548387096773,17.71741935483871,33.0,2.37,0.5846748387096775
ananas,2022-08,27.0,24.0,30.0,1,1.2,0,2022-08-01,2022,8,3,-0.8660254037844385,-0.5000000000000004,6.0,3,27.0,27.0,25.857142857142858,20.285714285714285,,26.61904761904762,0.659828879073847,25.005291005291003,2.4888294993454134,0.0,0.0,0.0,0.0,1.1428571428571423,0.6666666666666666,0.5947617141331831,0.0,2.0,0.024787846977729493,29.25,2.25,26.358064516129033,0.0,35.70967741935484,28.032258064516128,17.996129032258064,30.0,1.46,0.5398838709677419
ananas,2022-09,29.25,25.25,33.25,1,1.2,0,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,8.0,3,27.0,27.0,27.0,24.88888888888889,,27.0,0.0,26.124338624338623,1.0160920729427194,0.08333333333333326,2.25,2.25,0.0,0.0,0.38095238095238076,0.6598288790738602,1.0,1.0,0.0,30.375,1.125,20.826666666666664,0.05,38.1,25.726666666666667,18.282666666666668,29.0,3.08,0.5301973333333334
ananas,2022-10,30.375,26.0,34.75,1,1.2,0,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,8.75,3,29.25,27.0,27.0,25.0,,27.75,1.299038105676658,26.851190476190478,1.4307869724540312,0.03846153846153855,1.125,3.375,2.25,0.0,0.75,1.299038105676658,1.0,1.0,0.046812183988348036,30.5,0.125,13.538709677419355,0.5419354838709678,58.645161290322584,21.335483870967742,18.61258064516129,28.5,3.54,0.5304585483870968
ananas,2022-11,30.5,26.0,35.0,1,1.2,0,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,9.0,3,30.375,29.25,27.0,25.857142857142858,,28.875,1.71846588560844,27.74702380952381,1.6977031552663444,0.004115226337448652,0.125,1.25,1.125,2.25,1.125,1.125,1.0,2.0,0.05951397006436156,30.61111111111111,0.11111111111111072,9.066666666666666,0.37,60.766666666666666,16.01,18.642999999999997,30.0,2.88,0.55929
ananas,2022-12,30.61111111111111,26.0,35.22222222222222,1,1.2,0,2022-12-01,2022,12,4,-2.4492935982947064e-16,1.0,9.222222222222221,3,30.5,30.375,29.25,27.0,,30.041666666666668,0.6884463184107624,28.520833333333332,1.7219477827932506,0.0036429872495447047,0.11111111111111072,0.23611111111111072,0.125,1.125,1.1666666666666667,1.0631125685144227,1.0,3.0,0.022916382304935225,31.0,0.3888888888888893,5.041935483870968,0.6096774193548387,74.06451612903226,12.858064516129033,18.69161290322581,31.0,1.18,0.5794400000000001
ananas,2023-01,31.0,26.0,36.0,1,1.2,0,2023-01-01,2023,1,1,0.49999999999999994,0.8660254037844387,10.0,3,30.61111111111111,30.5,30.375,27.0,18.5,30.49537037037037,0.11812361872381986,29.122685185185187,1.7151381334669054,0.012704174228675091,0.3888888888888893,0.5,0.11111111111111072,0.125,0.45370370370370355,0.5814011208920097,1.0,3.0,0.0038734934939039156,31.0,0.0,2.6225806451612903,0.35161290322580646,64.70967741935483,10.55483870967742,18.826451612903227,28.0,6.65,0.5271406451612904
ananas,2023-02,31.0,26.0,36.0,1,1.2,0,2023-02-01,2023,2,1,0.8660254037844386,0.5000000000000001,10.0,3,31.0,30.61111111111111,30.5,27.0,20.285714285714285,30.703703703703706,0.26254531256958563,29.78935185185185,1.4873026548899515,0.0,0.0,0.3888888888888893,0.3888888888888893,0.11111111111111072,0.20833333333333334,0.15651982874422984,0.0,3.0,0.008550932978744043,31.0,0.0,-0.9607142857142856,1.0107142857142857,65.60714285714286,8.717857142857143,18.93035714285714,29.0,3.15,0.5489803571428571
ananas,2023-03,31.0,26.0,36.0,1,1.2,0,2023-03-01,2023,3,1,1.0,6.123233995736766e-17,10.0,3,31.0,31.0,30.61111111111111,29.25,24.88888888888889,30.87037037037037,0.22452510468484876,30.45601851851852,0.6448045370082263,0.0,0.0,0.0,0.0,0.3888888888888893,0.16666666666666666,0.20030840419244272,0.0,2.0,0.007273158760037092,35.0,4.0,8.016129032258064,2.2935483870967746,62.12903225806452,13.538709677419355,18.961290322580645,29.0,2.29,0.5498774193548387
ananas,2023-04,35.0,30.0,40.0,1,1.2,0,2023-04-01,2023,4,2,0.8660254037844387,-0.4999999999999998,10.0,3,31.0,31.0,31.0,30.375,25.0,31.0,0.0,30.747685185185187,0.2863155508352523,0.12903225806451624,4.0,4.0,0.0,0.0,0.12962962962962976,0.2245251046848534,1.0,1.0,0.0,42.142857142857146,7.142857142857146,10.93,1.21,55.266666666666666,15.236666666666668,19.28966666666667,30.0,2.39,0.57869
ananas,2023-05,42.142857142857146,37.142857142857146,47.142857142857146,1,1.2,0,2023-05-01,2023,5,2,0.49999999999999994,-0.8660254037844387,10.0,3,35.0,31.0,31.0,30.5,25.857142857142858,32.333333333333336,2.309401076758502,31.51851851851852,1.719771254767376,0.20408163265306123,7.142857142857146,11.142857142857146,4.0,0.0,1.3333333333333333,2.3094010767585034,1.0,1.0,0.07142477556985058,37.857142857142854,-4.285714285714292,15.225806451612904,2.3741935483870966,58.83870967741935,19.5,19.67806451612903,30.5,0.04,0.6001809677419354
