urun_adi,ay_key,ort_fiyat,en_dusuk,en_yuksek,ithal_mi,hassasiyet_katsayisi,mevsim_faktoru,ay_start,yil,ay,ceyrek,ay_sin,ay_cos,fiyat_spread,urun_kod,fiyat_lag1,fiyat_lag2,fiyat_lag3,fiyat_lag6,fiyat_lag12,roll3_ort,roll3_std,roll6_ort,roll6_std,momentum_pct,fiyat_diff_1,fiyat_diff_2,diff_lag1,diff_lag2,diff_roll3_ort,diff_roll3_std,son_yon,son3_yon_toplam,volatilite_3,hedef_abs,hedef_aylik,konya_ort_sicaklik,konya_toplam_yagis,konya_nem,antalya_ort_sicaklik,dolar_kuru,mazot_fiyati,aylik_tufe,lojistik
elma (muhteli̇f),2025-07,65.0,50.0,80.0,0,1.1,0,2025-07-01,2025,7,3,-0.4999999999999997,-0.8660254037844388,30.0,60,59.285714285714285,45.0,40.357142857142854,22.5,22.5,48.214285714285715,9.865162369237948,35.982142857142854,14.802160453178201,0.09638554216867479,5.714285714285715,20.0,14.285714285714285,4.642857142857146,11.428571428571429,5.900968443520821,1.0,3.0,0.20461077506567596,65.0,0.0,27.393548387096775,0.016129032258064516,28.548387096774192,30.129032258064516,37.98935483870968,70.0,2.5,2.6592548387096775
elma (muhteli̇f),2025-08,65.0,50.0,80.0,0,1.1,0,2025-08-01,2025,8,3,-0.8660254037844385,-0.5000000000000004,30.0,60,65.0,59.285714285714285,45.0,23.75,22.5,56.42857142857142,10.301575072754249,43.06547619047618,17.05723284055391,0.0,0.0,5.714285714285715,5.714285714285715,14.285714285714285,8.214285714285715,5.285231638195977,0.0,3.0,0.18255955825134113,65.0,0.0,26.32903225806452,0.15161290322580645,31.774193548387096,29.980645161290322,38.30903225806451,71.0,2.0,2.71994129032258
elma (muhteli̇f),2025-09,65.0,50.0,80.0,0,1.1,1,2025-09-01,2025,9,3,-1.0,-1.8369701987210297e-16,30.0,60,65.0,65.0,59.285714285714285,25.0,22.5,63.095238095238095,3.2991443953692627,49.94047619047618,15.99492372704583,0.0,0.0,0.0,0.0,5.714285714285715,6.666666666666667,7.190318509781665,0.0,2.0,0.052288326266229826,68.0,3.0,20.486666666666668,0.2533333333333333,39.93333333333333,26.709999999999997,38.68666666666666,72.0,2.5,2.7854399999999995
elma (muhteli̇f),2025-10,68.0,50.0,86.0,0,1.1,1,2025-10-01,2025,10,4,-0.8660254037844386,0.5000000000000001,36.0,60,65.0,65.0,65.0,40.357142857142854,22.5,65.0,0.0,56.607142857142854,11.111104024941055,0.04615384615384621,3.0,3.0,0.0,0.0,1.904761904761905,3.2991443953692885,1.0,1.0,0.0,70.0,2.0,14.100000000000001,0.45483870967741935,56.935483870967744,19.88064516129032,39.26838709677419,72.5,2.0,2.846958064516129
elma (muhteli̇f),2025-11,70.0,50.0,90.0,0,1.1,1,2025-11-01,2025,11,4,-0.5000000000000004,0.8660254037844384,40.0,60,68.0,65.0,65.0,45.0,22.5,66.0,1.7320508075688772,61.2142857142857,8.434017610915008,0.02941176470588225,2.0,5.0,3.0,0.0,1.0,1.7320508075688772,1.0,1.0,0.026243194054073896,70.0,0.0,11.34,0.7566666666666667,55.4,16.67,39.881,73.0,2.0,2.9113130000000003
elma (muhteli̇f),2025-12,70.0,50.0,90.0,0,1.1,0,2025-12-01,2025,12,4,-2.4492935982947064e-16,1.0,40.0,60,70.0,68.0,65.0,59.285714285714285,22.5,67.66666666666667,2.516611478423582,65.38095238095237,3.627183836674678,0.0,0.0,2.0,2.0,3.0,1.6666666666666667,1.5275252316519468,0.0,2.0,0.0371913026368017,70.0,0.0,3.954838709677419,2.0387096774193547,78.38709677419355,11.709677419354838,40.2616129032258,74.0,2.0,2.979359354838709
elma (muhteli̇f),2026-01,70.0,50.0,90.0,0,1.1,0,2026-01-01,2026,1,1,0.49999999999999994,0.8660254037844387,40.0,60,70.0,70.0,68.0,65.0,22.5,69.33333333333333,1.1547005383792448,67.16666666666667,2.483277404291898,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,1.5275252316519465,0.0,2.0,0.016654334688162187,70.0,0.0,2.3,1.9709677419354839,74.6774193548387,9.845161290322581,40.59645161290322,75.0,3.0,3.044733870967742
elma (muhteli̇f),2026-02,70.0,50.0,90.0,0,1.1,0,2026-02-01,2026,2,1,0.8660254037844386,0.5000000000000001,40.0,60,70.0,70.0,70.0,65.0,23.75,70.0,0.0,68.0,2.449489742783188,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.1547005383792512,0.0,1.0,0.0,70.0,0.0,5.521428571428571,2.585714285714286,73.39285714285714,12.37142857142857,41.13071428571429,76.0,2.5,3.125934285714286
elma (muhteli̇f),2026-03,70.0,50.0,90.0,0,1.1,0,2026-03-01,2026,3,1,1.0,6.123233995736766e-17,40.0,60,70.0,70.0,70.0,65.0,25.0,70.0,0.0,68.83333333333333,2.041241452319329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,6.148387096774194,2.0064516129032257,61.12903225806452,12.983870967741936,41.29483870967742,77.0,2.5,3.1797025806451615
elma (starking),2022-02,4.535714285714286,3.2857142857142856,5.785714285714286,0,1.1,0,2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,2.5,61,4.25,,,,,,,,,0.0672268907563025,0.2857142857142856,,,,,,1.0,0.0,,6.472222222222222,1.9365079365079367,1.2107142857142856,2.2964285714285713,75.64285714285714,10.328571428571427,13.680714285714286,23.5,4.8,0.32149678571428575
elma (starking),2022-03,6.472222222222222,5.222222222222222,7.722222222222222,0,1.1,0,2022-03-01,2022,3,1,1.0,6.123233995736766e-17,2.5,61,4.535714285714286,4.25,,,,4.392857142857142,0.20203050891044239,4.392857142857142,0.20203050891044239,0.4269466316710411,1.9365079365079367,2.2222222222222223,0.2857142857142856,,,,1.0,1.0,0.04599068495522266,7.25,0.7777777777777777,0.6161290322580646,2.435483870967742,65.93548387096774,9.387096774193548,14.706129032258064,26.0,5.5,0.38235935483870964
elma (starking),2022-04,7.25,6.0,8.5,0,1.1,0,2022-04-01,2022,4,2,0.8660254037844387,-0.4999999999999998,2.5,61,6.472222222222222,4.535714285714286,4.25,,,5.085978835978836,1.208991814568219,5.085978835978836,1.208991814568219,0.12017167381974247,0.7777777777777777,2.7142857142857144,1.9365079365079367,0.2857142857142856,1.1111111111111112,1.1672873848158882,1.0,2.0,0.23771074429481756,7.785714285714286,0.5357142857142856,14.139999999999999,0.28,37.8,17.029999999999998,14.697000000000001,27.0,7.3,0.39681900000000003
elma (starking),2022-05,7.785714285714286,6.428571428571429,9.142857142857142,0,1.1,0,2022-05-01,2022,5,2,0.49999999999999994,-0.8660254037844387,2.7142857142857135,61,7.25,6.472222222222222,4.535714285714286,,,6.085978835978835,1.3977570245777515,5.6269841269841265,1.4646459315177562,0.07389162561576357,0.5357142857142856,1.3134920634920633,0.7777777777777777,1.9365079365079367,1.0,0.8475358142357141,1.0,3.0,0.22966840047397963,8.5,0.7142857142857144,15.73225806451613,1.2,51.03225806451613,22.251612903225805,15.886774193548387,28.5,2.98,0.45277306451612903
elma (starking),2022-06,8.5,7.0,10.0,0,1.1,0,2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,3.0,61,7.785714285714286,7.25,6.472222222222222,,,7.16931216931217,0.6604530602018546,6.0587301587301585,1.5940244534435049,0.09174311926605516,0.7142857142857144,1.25,0.5357142857142856,0.7777777777777777,1.0833333333333333,0.7487181453485013,1.0,3.0,0.09212223496542472,10.166666666666666,1.666666666666666,20.92,1.2233333333333334,50.86666666666667,25.823333333333334,16.748666666666665,30.0,4.95,0.5024599999999999
elma (starking),2022-07,10.166666666666666,8.333333333333334,12.0,0,1.1,0,2022-07-01,2022,7,3,-0.4999999999999997,-0.8660254037844388,3.666666666666666,61,8.5,7.785714285714286,7.25,4.25,,7.845238095238095,0.6271222471936189,6.465608465608466,1.7395490525390878,0.196078431372549,1.666666666666666,2.3809523809523805,0.7142857142857144,0.5357142857142856,0.6759259259259259,0.12550812152904195,1.0,3.0,0.0799366749078361,10.875,0.7083333333333339,23.193548387096776,0.022580645161290325,38.12903225806452,30.493548387096773,17.71741935483871,33.0,2.37,0.5846748387096775
elma (starking),2022-08,10.875,8.75,13.0,0,1.1,0,2022-08-01,2022,8,3,-0.8660254037844385,-0.5000000000000004,4.25,61,10.166666666666666,8.5,7.785714285714286,4.535714285714286,,8.817460317460318,1.2218098665349746,7.451719576719577,1.9018188517811954,0.069672131147541,0.7083333333333339,2.375,1.666666666666666,0.7142857142857144,0.972222222222222,0.6079981526208156,1.0,3.0,0.13856709557462357,9.25,-1.625,26.358064516129033,0.0,35.70967741935484,28.032258064516128,17.996129032258064,30.0,1.46,0.5398838709677419
elma (starking),2022-09,9.25,7.0,11.5,0,1.1,1,2022-09-01,2022,9,3,-1.0,-1.8369701987210297e-16,4.5,61,10.875,10.166666666666666,8.5,6.472222222222222,,9.847222222222223,1.2192989029827028,8.508267195767196,1.7089516959999023,-0.14942528735632188,-1.625,-0.9166666666666661,0.7083333333333339,1.666666666666666,1.0297619047619049,0.5515837330020448,-1.0,3.0,0.12382160932969619,6.125,-3.125,20.826666666666664,0.05,38.1,25.726666666666667,18.282666666666668,29.0,3.08,0.5301973333333334
elma (starking),2022-10,6.125,4.125,8.125,0,1.1,1,2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,4.0,61,9.25,10.875,10.166666666666666,7.25,,10.097222222222223,0.8147227431145866,8.97123015873016,1.3943643486857613,-0.33783783783783783,-3.125,-4.75,-1.625,0.7083333333333339,0.25,1.6930208044925035,-1.0,1.0,0.0806878094969054,7.46875,1.34375,13.538709677419355,0.5419354838709678,58.645161290322584,21.335483870967742,18.61258064516129,28.5,3.54,0.5304585483870968
elma (starking),2022-11,7.46875,5.5625,9.375,0,1.1,1,2022-11-01,2022,11,4,-0.5000000000000004,0.8660254037844384,3.8125,61,6.125,9.25,10.875,7.785714285714286,,8.75,2.4141509894784976,8.78373015873016,1.7116492071433445,0.2193877551020409,1.34375,-1.78125,-3.125,-1.625,-1.347222222222222,1.9317042945237455,1.0,-1.0,0.275902970226114,11.13888888888889,3.6701388888888893,9.066666666666666,0.37,60.766666666666666,16.01,18.642999999999997,30.0,2.88,0.55929
elma (starking),2022-12,11.13888888888889,7.611111111111111,14.666666666666666,0,1.1,0,2022-12-01,2022,12,4,-2.4492935982947064e-16,1.0,7.055555555555555,61,7.46875,6.125,9.25,8.5,,7.614583333333333,1.5675958569839812,8.730902777777779,1.7530035814889156,0.4913993491399349,3.6701388888888893,5.013888888888889,1.34375,-3.125,-1.1354166666666667,2.2742472426790656,1.0,-1.0,0.20586758176533818,10.0,-1.1388888888888893,5.041935483870968,0.6096774193548387,74.06451612903226,12.858064516129033,18.69161290322581,31.0,1.18,0.5794400000000001
elma (starking),2023-01,10.0,7.0,13.0,0,1.1,0,2023-01-01,2023,1,1,0.49999999999999994,0.8660254037844387,6.0,61,11.13888888888889,7.46875,6.125,10.166666666666666,4.25,8.244212962962964,2.5953376567850177,9.170717592592593,1.9974767269783047,-0.10224438902743149,-1.1388888888888893,2.53125,3.6701388888888893,1.34375,0.6296296296296298,3.453397465881385,-1.0,1.0,0.3148072070001762,10.375,0.375,2.6225806451612903,0.35161290322580646,64.70967741935483,10.55483870967742,18.826451612903227,28.0,6.65,0.5271406451612904
elma (starking),2023-02,10.375,7.5,13.25,0,1.1,0,2023-02-01,2023,2,1,0.8660254037844386,0.5000000000000001,5.75,61,10.0,11.13888888888889,7.46875,10.875,4.535714285714286,9.535879629629632,1.8785727706368454,9.142939814814815,1.981955170913641,0.03750000000000009,0.375,-0.7638888888888893,-1.1388888888888893,3.6701388888888893,1.2916666666666667,2.404936911244847,1.0,1.0,0.19700047018208933,11.5,1.125,-0.9607142857142856,1.0107142857142857,65.60714285714286,8.717857142857143,18.93035714285714,29.0,3.15,0.5489803571428571
elma (starking),2023-03,11.5,9.0,14.0,0,1.1,0,2023-03-01,2023,3,1,1.0,6.123233995736766e-17,5.0,61,10.375,10.0,11.13888888888889,9.25,6.472222222222222,10.504629629629632,0.5804049069116125,9.059606481481481,1.9035232935640554,0.10843373493975905,1.125,1.5,0.375,-1.1388888888888893,0.96875,2.4588800984868238,1.0,1.0,0.055252296118514004,11.5,0.0,8.016129032258064,2.2935483870967746,62.12903225806452,13.538709677419355,18.961290322580645,29.0,2.29,0.5498774193548387
elma (starking),2023-04,11.5,9.0,14.0,0,1.1,0,2023-04-01,2023,4,2,0.8660254037844387,-0.4999999999999998,5.0,61,11.5,10.375,10.0,6.125,7.25,10.625,0.7806247497997988,9.434606481481481,2.1537188989762837,0.0,0.0,1.125,1.125,0.375,0.12037037037037024,1.153223920807506,0.0,1.0,0.07347056468703989,12.214285714285714,0.7142857142857135,10.93,1.21,55.266666666666666,15.236666666666668,19.28966666666667,30.0,2.39,0.57869
elma (starking),2023-05,12.214285714285714,9.142857142857142,15.285714285714286,0,1.1,0,2023-05-01,2023,5,2,0.49999999999999994,-0.8660254037844387,6.142857142857144,61,11.5,11.5,10.375,7.46875,7.785714285714286,11.125,0.6495190528383255,10.330439814814815,1.5290373858376058,0.06211180124223592,0.7142857142857135,0.7142857142857135,0.0,1.125,0.5,0.5728219618694821,1.0,2.0,0.05838373508659105,14.5,2.2857142857142865,15.225806451612904,2.3741935483870966,58.83870967741935,19.5,19.67806451612903,30.5,0.04,0.6001809677419354
elma (starking),2023-06,14.5,10.0,19.0,0,1.1,0,2023-06-01,2023,6,2,1.2246467991473532e-16,-1.0,9.0,61,12.214285714285714,11.5,11.5,11.13888888888889,8.5,11.738095238095239,0.41239304942116106,11.121362433862435,0.811915251397228,0.1871345029239766,2.2857142857142865,3.0,0.7142857142857135,0.0,0.6130952380952378,0.5692854155463178,1.0,2.0,0.03513287642127538,15.555555555555555,1.0555555555555554,19.34,1.6933333333333336,59.666666666666664,23.903333333333332,23.41433333333333,32.0,3.92,0.7492586666666666
elma (starking),2023-07,15.555555555555555,11.333333333333334,19.77777777777778,0,1.1,0,2023-07-01,2023,7,3,-0.4999999999999997,-0.8660254037844388,8.444444444444445,61,14.5,12.214285714285714,11.5,10.0,10.166666666666666,12.738095238095239,1.5670935878004135,11.68154761904762,1.6017535299628065,0.07279693486590033,1.0555555555555554,3.341269841269842,2.2857142857142865,0.7142857142857135,1.0,1.1693361102674944,1.0,2.0,0.12302416950956517,18.0,2.4444444444444446,24.980645161290322,0.054838709677419356,33.61290322580645,31.116129032258065,26.796129032258065,35.0,9.49,0.9378645161290323
elma (starking),2023-08,18.0,14.0,22.0,0,1.1,0,2023-08-01,2023,8,3,-0.8660254037844385,-0.5000000000000004,8.0,61,15.555555555555555,14.5,12.214285714285714,10.375,10.875,14.08994708994709,1.7079603566321435,12.607473544973544,1.9932071657975063,0.15714285714285725,2.4444444444444446,3.5,1.0555555555555554,2.2857142857142865,1.3518518518518519,0.8265534224565834,1.0,3.0,0.12121836552890541,18.0,0.0,28.154838709677417,0.0032258064516129032,27.483870967741936,28.635483870967743,27.037419354838708,38.0,9.09,1.0274219354838707
elma (starking),2023-09,18.0,14.0,22.0,0,1.1,1,2023-09-01,2023,9,3,-1.0,-1.8369701987210297e-16,8.0,61,18.0,15.555555555555555,14.5,11.5,9.25,16.01851851851852,1.7953414797209475,13.878306878306878,2.618002035958699,0.0,0.0,2.4444444444444446,2.4444444444444446,1.0555555555555554,1.9285714285714288,0.7602080976455585,0.0,3.0,0.11207912127737707,18.0,0.0,20.62,0.52,39.46666666666667,26.896666666666665,27.046,40.0,4.75,1.08184
elma (starking),2023-10,18.0,14.0,22.0,0,1.1,1,2023-10-01,2023,10,4,-0.8660254037844386,0.5000000000000001,8.0,61,18.0,18.0,15.555555555555555,11.5,6.125,17.185185185185187,1.411300658019096,14.96164021164021,2.7770494131996797,0.0,0.0,0.0,0.0,2.4444444444444446,1.1666666666666667,1.2260042494841072,0.0,2.0,0.08212309863473188,20.11111111111111,2.1111111111111107,15.429032258064517,0.43548387096774194,52.29032258064516,21.774193548387096,27.45387096774194,42.0,3.43,1.1530625806451615
elma (starking),2023-11,20.11111111111111,14.88888888888889,25.333333333333332,0,1.1,1,2023-11-01,2023,11,4,-0.5000000000000004,0.8660254037844384,10.444444444444443,61,18.0,18.0,18.0,12.214285714285714,7.46875,18.0,0.0,16.044973544973544,2.3986257648401117,0.11728395061728403,2.1111111111111107,2.1111111111111107,0.0,0.0,0.8148148148148149,1.411300658019086,1.0,1.0,0.0,23.0,2.8888888888888893,10.51,2.0633333333333335,66.7,16.96,28.503666666666668,43.0,3.28,1.2256576666666668
elma (starki̇ng),2024-02,21.61111111111111,15.0,28.22222222222222,0,1.1,0,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,13.222222222222221,62,21.833333333333332,,,,,,,,,-0.010178117048346036,-0.22222222222222143,,,,,,-1.0,0.0,,22.5,0.8888888888888893,5.375862068965517,0.3310344827586207,68.27586206896552,11.710344827586209,30.57758620689655,48.5,4.5,1.4830129310344828
elma (starki̇ng),2024-03,22.5,15.0,30.0,0,1.1,0,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,15.0,62,21.61111111111111,21.833333333333332,,,,21.72222222222222,0.15713484026367666,21.72222222222222,0.15713484026367666,0.041131105398457546,0.8888888888888893,0.6666666666666679,-0.22222222222222143,,,,1.0,-1.0,0.007233828963545217,23.571428571428573,1.071428571428573,8.003225806451614,0.6322580645161291,56.064516129032256,13.441935483870967,31.12,50.0,3.2,1.556
elma (starki̇ng),2024-04,23.571428571428573,15.0,32.142857142857146,0,1.1,0,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,17.142857142857146,62,22.5,21.61111111111111,21.833333333333332,,,21.98148148148148,0.46259244432580765,21.98148148148148,0.46259244432580765,0.04761904761904767,1.071428571428573,1.9603174603174622,0.8888888888888893,-0.22222222222222143,0.3333333333333339,0.7856742013183858,1.0,0.0,0.021044643634030004,24.0,0.42857142857142705,16.193333333333335,1.0133333333333332,45.3,19.52,31.538666666666664,54.0,3.2,1.703088
elma (starki̇ng),2024-05,24.0,15.0,33.0,0,1.1,0,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,18.0,62,23.571428571428573,22.5,21.61111111111111,,,22.56084656084656,0.9815741766578387,22.378968253968253,0.8801386918582912,0.018181818181818077,0.42857142857142705,1.5,1.071428571428573,0.8888888888888893,0.5793650793650803,0.7001691477599759,1.0,1.0,0.04350786101977756,24.0,0.0,15.709677419354838,2.254838709677419,58.935483870967744,21.183870967741935,31.866129032258065,56.0,0.0,1.7845032258064517
elma (starki̇ng),2024-06,24.0,15.0,33.0,0,1.1,0,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,18.0,62,24.0,23.571428571428573,22.5,,,23.357142857142858,0.7726181304565625,22.703174603174602,1.0519181869366385,0.0,0.0,0.42857142857142705,0.42857142857142705,1.071428571428573,0.7962962962962964,0.3312798932668214,0.0,3.0,0.03307845206847668,24.0,0.0,25.38,0.21,34.733333333333334,29.509999999999998,32.45733333333333,58.0,1.6,1.8825253333333332
elma (starki̇ng),2024-07,24.0,15.0,33.0,0,1.1,0,2024-07-01,2024,7,3,-0.4999999999999997,-0.8660254037844388,18.0,62,24.0,24.0,23.571428571428573,21.833333333333332,,23.857142857142858,0.24743582965266359,22.919312169312168,1.0795916740053515,0.0,0.0,0.0,0.0,0.42857142857142705,0.5,0.5392738882336259,0.0,2.0,0.010371561721967935,24.333333333333332,0.33333333333333215,25.583870967741937,0.3064516129032258,40.03225806451613,31.403225806451612,32.80225806451613,60.0,3.2,1.968135483870968
elma (starki̇ng),2024-08,24.333333333333332,15.0,33.666666666666664,0,1.1,0,2024-08-01,2024,8,3,-0.8660254037844385,-0.5000000000000004,18.666666666666664,62,24.0,24.0,24.0,21.61111111111111,,24.0,0.0,23.280423280423282,1.0033663000822584,0.01388888888888884,0.33333333333333215,0.33333333333333215,0.0,0.0,0.14285714285714235,0.2474358296526958,1.0,1.0,0.0,25.0,0.6666666666666679,25.280645161290323,0.07096774193548387,37.516129032258064,30.003225806451614,33.25645161290323,62.0,2.5,2.0619
elma (starki̇ng),2024-09,25.0,15.0,35.0,0,1.1,1,2024-09-01,2024,9,3,-1.0,-1.8369701987210297e-16,20.0,62,24.333333333333332,24.0,24.0,22.5,,24.111111111111114,0.19245008972987457,23.734126984126984,0.6512532252637858,0.027397260273972712,0.6666666666666679,1.0,0.33333333333333215,0.0,0.11111111111111072,0.19245008972987457,1.0,1.0,0.007981800956538575,29.583333333333332,4.583333333333332,20.126666666666665,1.1700000000000002,53.233333333333334,25.41,33.548,62.5,3.0,2.09675
elma (starki̇ng),2024-10,29.583333333333332,19.583333333333332,39.583333333333336,0,1.1,1,2024-10-01,2024,10,4,-0.8660254037844386,0.5000000000000001,20.000000000000004,62,25.0,24.333333333333332,24.0,23.571428571428573,,24.444444444444446,0.5091750772173167,24.15079365079365,0.4813215619065583,0.18333333333333335,4.583333333333332,5.25,0.6666666666666679,0.33333333333333215,0.3333333333333333,0.3333333333333339,1.0,2.0,0.02082988952252659,30.0,0.41666666666666785,13.412903225806453,0.016129032258064516,53.096774193548384,21.161290322580644,34.30516129032258,63.0,2.9,2.1612251612903224
elma (starki̇ng),2024-11,30.0,20.0,40.0,0,1.1,1,2024-11-01,2024,11,4,-0.5000000000000004,0.8660254037844384,20.0,62,29.583333333333332,25.0,24.333333333333332,24.0,,26.305555555555557,2.858143012776213,25.152777777777775,2.2050552189273023,0.014084507042253502,0.41666666666666785,5.0,4.583333333333332,0.6666666666666679,1.8611111111111107,2.3633975857117537,1.0,3.0,0.10865168791968707,30.0,0.0,6.3533333333333335,0.8400000000000001,69.9,14.836666666666668,34.53066666666667,64.0,2.2,2.2099626666666667
elma (starki̇ng),2024-12,30.0,20.0,40.0,0,1.1,0,2024-12-01,2024,12,4,-2.4492935982947064e-16,1.0,20.0,62,30.0,29.583333333333332,25.0,24.0,,28.194444444444443,2.7743033826997494,26.152777777777775,2.8452771133673207,0.0,0.0,0.41666666666666785,0.41666666666666785,4.583333333333332,1.8888888888888893,2.336802975894233,0.0,3.0,0.09839893771151821,30.0,0.0,4.1,1.4387096774193548,84.2258064516129,11.82258064516129,35.031612903225806,65.0,1.0,2.2770548387096774
elma (starki̇ng),2025-01,30.0,20.0,40.0,0,1.1,0,2025-01-01,2025,1,1,0.49999999999999994,0.8660254037844387,20.0,62,30.0,30.0,29.583333333333332,24.0,21.833333333333332,29.86111111111111,0.24056261216238675,27.152777777777775,2.988132390839672,0.0,0.0,0.0,0.0,0.41666666666666785,1.6666666666666667,2.534484387624257,0.0,2.0,0.00805605026776365,31.5,1.5,3.6838709677419357,0.7483870967741936,80.51612903225806,11.429032258064517,35.4958064516129,65.5,5.0,2.3249753225806447
elma (starki̇ng),2025-02,31.5,20.0,43.0,0,1.1,0,2025-02-01,2025,2,1,0.8660254037844386,0.5000000000000001,23.0,62,30.0,30.0,30.0,24.333333333333332,21.61111111111111,30.0,1.4214801809444213e-07,28.152777777777775,2.713350054548538,0.050000000000000044,1.5,1.5,0.0,0.0,0.13888888888888928,0.24056261216234398,1.0,1.0,4.738267269814738e-09,32.8125,1.3125,0.13214285714285712,0.6107142857142858,64.78571428571429,8.207142857142857,35.8,66.0,2.5,2.3627999999999996
elma (starki̇ng),2025-03,32.8125,20.0,45.625,0,1.1,0,2025-03-01,2025,3,1,1.0,6.123233995736766e-17,25.625,62,31.5,30.0,30.0,25.0,22.5,30.5,0.8660254037844504,29.347222222222218,2.230107537682806,0.04166666666666674,1.3125,2.8125,1.5,0.0,0.5,0.8660254037844386,1.0,1.0,0.028394275533916404,42.142857142857146,9.330357142857146,9.46774193548387,0.9645161290322581,52.645161290322584,14.703225806451613,36.1441935483871,67.0,2.5,2.4216609677419356
elma (starki̇ng),2025-04,42.142857142857146,27.142857142857142,57.142857142857146,0,1.1,0,2025-04-01,2025,4,2,0.8660254037844387,-0.4999999999999998,30.000000000000004,62,32.8125,31.5,30.0,29.583333333333332,23.571428571428573,31.4375,1.40729128114972,30.649305555555554,1.2493343134853434,0.28435374149659864,9.330357142857146,10.642857142857146,1.3125,1.5,0.9375,0.8172935519138763,1.0,2.0,0.04476473260118394,47.5,5.357142857142854,10.783333333333333,1.3066666666666669,59.86666666666667,15.18,36.557,67.5,3.0,2.4675975
elma (starki̇ng),2025-05,47.5,30.0,65.0,0,1.1,0,2025-05-01,2025,5,2,0.49999999999999994,-0.8660254037844387,35.0,62,42.142857142857146,32.8125,31.5,30.0,24.0,35.485119047619044,5.802996766420645,32.742559523809526,4.742980906392249,0.1271186440677965,5.357142857142854,14.6875,9.330357142857146,1.3125,4.047619047619048,4.575945847544514,1.0,3.0,0.16353324779982698,55.0,7.5,17.861290322580647,1.0612903225806452,45.58064516129032,20.812903225806455,37.15387096774194,68.0,2.0,2.5264632258064514
elma (starki̇ng),2025-06,55.0,40.0,70.0,0,1.1,0,2025-06-01,2025,6,2,1.2246467991473532e-16,-1.0,30.0,62,47.5,42.142857142857146,32.8125,30.0,24.0,40.81845238095238,7.43277875646228,35.6592261904762,7.371541078933324,0.1578947368421053,7.5,12.857142857142854,5.357142857142854,9.330357142857146,5.333333333333333,4.008981598970537,1.0,3.0,0.182093595491894,55.0,0.0,22.55666666666667,0.5933333333333334,33.4,28.076666666666664,37.51533333333334,69.0,2.0,2.5885580000000004
elma (starki̇ng),2025-07,55.0,40.0,70.0,0,1.1,0,2025-07-01,2025,7,3,-0.4999999999999997,-0.8660254037844388,30.0,62,55.0,47.5,42.142857142857146,30.0,24.0,48.214285714285715,6.458264757151814,39.82589285714286,10.095247527441133,0.0,0.0,7.5,7.5,5.357142857142854,7.395833333333333,1.9886543090452797,0.0,3.0,0.13394919496314872,55.0,0.0,27.393548387096775,0.016129032258064516,28.548387096774192,30.129032258064516,37.98935483870968,70.0,2.5,2.6592548387096775
elma (starki̇ng),2025-08,55.0,40.0,70.0,0,1.1,0,2025-08-01,2025,8,3,-0.8660254037844385,-0.5000000000000004,30.0,62,55.0,55.0,47.5,31.5,24.333333333333332,52.5,4.330127018922159,43.992559523809526,10.383725763691206,0.0,0.0,0.0,0.0,7.5,4.285714285714285,3.8630906522828448,0.0,2.0,0.0824786098842316,64.72222222222223,9.722222222222229,26.32903225806452,0.15161290322580645,31.774193548387096,29.980645161290322,38.30903225806451,71.0,2.0,2.71994129032258
elma (starki̇ng),2025-09,64.72222222222223,47.77777777777778,81.66666666666667,0,1.1,1,2025-09-01,2025,9,3,-1.0,-1.8369701987210297e-16,33.88888888888889,62,55.0,55.0,55.0,32.8125,25.0,55.0,0.0,47.9092261904762,9.079282343797981,0.1767676767676769,9.722222222222229,9.722222222222229,0.0,0.0,2.5,4.330127018922194,1.0,1.0,0.0,69.0,4.2777777777777715,20.486666666666668,0.2533333333333333,39.93333333333333,26.709999999999997,38.68666666666666,72.0,2.5,2.7854399999999995
elma (starki̇ng),2025-10,69.0,50.0,88.0,0,1.1,1,2025-10-01,2025,10,4,-0.8660254037844386,0.5000000000000001,38.0,62,64.72222222222223,55.0,55.0,42.142857142857146,29.583333333333332,58.24074074074074,5.613127617121366,53.227513227513235,7.710090417568532,0.06609442060085824,4.2777777777777715,14.0,9.722222222222229,0.0,3.2407407407407427,5.613127617121365,1.0,1.0,0.09637802585836368,70.0,1.0,14.100000000000001,0.45483870967741935,56.935483870967744,19.88064516129032,39.26838709677419,72.5,2.0,2.846958064516129
