hafta_baslangic,urun_adi,urun_kod,fiyat,lag_1h,lag_4h,lag_8h,lag_12h,lag_24h,roll4_ort,roll8_ort,roll12_ort,roll4_std,momentum_pct,trend_4_12,volatilite,hedef_haftalik,konya_sic,konya_yagis,antalya_don_lag1,sic_fark,dolar_kuru,yil,hafta_no,ay,hafta_sin,hafta_cos,lojistik
2024-10-22,acur,0,0.0,0.0,20.0,20.0,20.0,52.5,5.0,12.5,14.545454545454545,10.0,-100.0,-9.545454545454545,10.0,0.0,9.042857142857143,0.0,0.0,-10.071428571428571,34.19887251189094,2024,43,10,-0.8854560256532101,0.464723172043768,78.65740677734915
2024-10-29,acur,0,0.0,0.0,0.0,20.0,20.0,52.5,0.0,10.0,13.333333333333334,0.0,-100.0,-13.333333333333334,0.0,0.0,9.62857142857143,0.0,0.0,-10.099999999999998,34.33850390653502,2024,44,10,-0.822983865893657,0.5680647467311548,78.97855898503053
2024-11-05,acur,0,0.0,0.0,0.0,20.0,20.0,52.5,0.0,7.5,11.666666666666666,0.0,-100.0,-11.666666666666666,0.0,0.0,6.114285714285714,7.1,0.0,-10.542857142857143,34.49577276725186,2024,45,11,-0.7485107481711011,0.6631226582407952,79.34027736467927
2024-11-12,acur,0,0.0,0.0,0.0,20.0,20.0,52.5,0.0,5.0,10.0,0.0,-100.0,-10.0,0.0,0.0,9.057142857142857,2.8,0.0,-6.057142857142857,34.59798485418395,2024,46,11,-0.6631226582407955,0.7485107481711007,79.57536516462308
2024-11-19,acur,0,0.0,0.0,0.0,20.0,20.0,52.5,0.0,2.5,8.333333333333334,0.0,-100.0,-8.333333333333334,0.0,0.0,6.257142857142857,14.8,0.0,-6.985714285714286,34.678214279633394,2024,47,11,-0.5680647467311559,0.8229838658936564,79.7598928431568
2024-11-26,acur,0,0.0,0.0,0.0,0.0,20.0,52.5,0.0,0.0,6.666666666666667,0.0,-100.0,-6.666666666666667,0.0,0.0,0.8571428571428571,0.5,0.0,-10.285714285714286,34.677042018838655,2024,48,11,-0.4647231720437684,0.88545602565321,79.7571966433289
2024-12-03,acur,0,0.0,0.0,0.0,0.0,20.0,52.5,0.0,0.0,5.0,0.0,-100.0,-5.0,0.0,0.0,5.442857142857143,6.5,0.0,-7.514285714285713,34.66356237568849,2024,49,12,-0.35460488704253595,0.9350162426854147,79.72619346408352
2024-12-10,acur,0,0.0,0.0,0.0,0.0,20.0,52.5,0.0,0.0,3.3333333333333335,0.0,-100.0,-3.3333333333333335,0.0,0.0,4.485714285714286,7.0,0.0,-8.071428571428571,34.97146882852665,2024,50,12,-0.2393156642875578,0.970941817426052,80.43437830561129
2024-12-17,acur,0,0.0,0.0,0.0,0.0,20.0,52.5,0.0,0.0,1.6666666666666667,0.0,-100.0,-1.6666666666666667,0.0,0.0,3.1714285714285713,3.4000000000000004,0.0,-7.771428571428571,35.07687235690763,2024,51,12,-0.12053668025532363,0.992708874098054,80.67680642088754
2024-12-24,acur,0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,4.071428571428571,27.3,0.0,-6.485714285714287,35.03416625927046,2024,52,12,6.432490598706546e-16,1.0,80.57858239632205
2024-12-31,acur,0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,2.7714285714285714,5.6,0.0,-7.271428571428571,35.56098923593883,2025,1,12,0.12053668025532305,0.992708874098054,81.79027524265929
2026-02-10,ahududu (paket),1,250.0,250.0,0.0,0.0,0.0,52.5,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,250.0,7.3999999999999995,21.2,0.0,-6.014285714285714,40.82013998011526,2026,7,2,0.7485107481711011,0.6631226582407953,93.88632195426509
2026-02-17,ahududu (paket),1,250.0,250.0,0.0,0.0,0.0,52.5,250.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,5.1571428571428575,27.5,0.0,-6.928571428571429,40.980423288937274,2026,8,2,0.8229838658936564,0.5680647467311559,94.25497356455573
2026-02-24,ahududu (paket),1,250.0,250.0,0.0,0.0,0.0,52.5,250.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1.7285714285714284,6.8,0.0,-8.857142857142858,41.29092649516124,2026,9,2,0.8854560256532099,0.4647231720437686,94.96913093887083
2026-03-03,ahududu (paket),1,250.0,250.0,250.0,0.0,0.0,52.5,250.0,250.0,0.0,0.0,0.0,0.0,0.0,250.0,3.814285714285714,2.0,0.0,-8.957142857142857,41.12997727105141,2026,10,3,0.9350162426854148,0.35460488704253557,94.59894772341823
2026-03-10,ahududu (paket),1,250.0,250.0,250.0,0.0,0.0,52.5,250.0,250.0,0.0,0.0,0.0,0.0,0.0,250.0,6.828571428571428,0.7,0.0,-6.9142857142857155,41.231527724521406,2026,11,3,0.970941817426052,0.23931566428755804,94.83251376639923
2026-03-17,ahududu (paket),1,250.0,250.0,250.0,0.0,0.0,52.5,250.0,250.0,250.0,0.0,0.0,0.0,0.0,250.0,7.671428571428572,32.8,0.0,-5.5,41.363376832675435,2026,12,3,0.992708874098054,0.120536680255323,95.1357667151535
2026-03-24,ahududu (paket),1,250.0,250.0,250.0,0.0,0.0,52.5,250.0,250.0,250.0,0.0,0.0,0.0,0.0,250.0,7.171428571428572,26.5,0.0,-5.714285714285714,41.55287355822609,2026,13,3,1.0,-1.6081226496766366e-16,95.57160918392
2026-03-31,ahududu (paket),1,250.0,250.0,250.0,250.0,0.0,52.5,250.0,250.0,250.0,0.0,0.0,0.0,0.0,250.0,9.014285714285714,15.9,0.0,-4.728571428571428,41.52031394823906,2026,14,3,0.992708874098054,-0.12053668025532288,95.49672208094982
2026-04-07,ahududu (paket),1,250.0,250.0,250.0,250.0,0.0,52.5,250.0,250.0,250.0,0.0,0.0,0.0,0.0,300.0,7.057142857142857,12.4,0.0,-6.828571428571428,41.8723456787334,2026,15,4,0.9709418174260521,-0.2393156642875575,96.30639506108682
2026-04-14,ahududu (paket),1,300.0,250.0,250.0,250.0,0.0,52.5,250.0,250.0,250.0,0.0,0.0,0.0,0.0,300.0,11.271428571428572,16.3,0.0,-6.042857142857143,41.84016413944995,2026,16,4,0.9350162426854148,-0.35460488704253545,96.23237752073489
2026-02-10,altin çilek (paket),2,175.0,175.0,250.0,250.0,0.0,52.5,250.0,250.0,250.0,0.0,0.0,0.0,0.0,175.0,7.3999999999999995,21.2,0.0,-6.014285714285714,40.82013998011526,2026,7,2,0.7485107481711011,0.6631226582407953,93.88632195426509
2026-02-17,altin çilek (paket),2,175.0,175.0,250.0,250.0,0.0,52.5,175.0,250.0,250.0,0.0,0.0,0.0,0.0,175.0,5.1571428571428575,27.5,0.0,-6.928571428571429,40.980423288937274,2026,8,2,0.8229838658936564,0.5680647467311559,94.25497356455573
