tarih,konya_ort_sicaklik,konya_min_sicaklik,konya_max_sicaklik,konya_toplam_yagis,konya_nem,konya_don_var,antalya_ort_sicaklik,antalya_min_sicaklik,antalya_max_sicaklik,antalya_toplam_yagis,antalya_nem,antalya_don_var,sicaklik_farki,antalya_don_lag1
2025-04-22,18.2,8.5,26.6,0.1,39,0,17.6,11.9,23.9,0.0,72,0,0.5999999999999979,0
2025-04-23,17.9,10.5,25.2,0.3,47,0,19.9,13.6,28.6,0.0,64,0,-2.0,0
2025-04-24,16.1,9.8,25.1,0.1,52,0,16.2,12.1,21.3,13.0,80,0,-0.09999999999999787,0
2025-04-25,13.7,8.3,19.7,4.9,54,0,16.1,13.6,20.0,4.1,81,0,-2.400000000000002,0
2025-04-26,12.4,7.2,18.1,1.2,66,0,16.1,12.1,20.5,0.4,82,0,-3.700000000000001,0
2025-04-27,12.7,6.4,18.5,3.9,68,0,16.6,11.3,21.0,0.3,79,0,-3.900000000000002,0
2025-04-28,12.8,9.0,17.8,0.0,64,0,18.5,12.4,24.5,0.1,68,0,-5.699999999999999,0
2025-04-29,10.8,5.6,16.2,0.3,63,0,18.0,14.2,22.6,5.6,72,0,-7.199999999999999,0
2025-04-30,12.2,7.3,16.9,0.7,68,0,17.1,13.7,21.6,23.8,79,0,-4.900000000000002,0
2025-05-01,12.9,8.3,19.5,4.6,67,0,14.7,13.6,16.2,32.9,90,0,-1.799999999999999,0
2025-05-02,10.6,4.2,17.4,0.4,71,0,16.4,12.5,20.5,0.1,76,0,-5.799999999999999,0
2025-05-03,11.5,7.7,15.8,0.1,71,0,16.3,11.1,23.0,8.0,75,0,-4.800000000000001,0
2025-05-04,12.5,6.3,18.5,0.6,65,0,16.8,11.7,21.9,0.0,73,0,-4.300000000000001,0
2025-05-05,14.0,4.2,22.3,0.0,58,0,17.7,10.8,23.2,0.0,70,0,-3.6999999999999993,0
2025-05-06,16.8,9.2,23.8,0.3,56,0,18.7,14.9,22.4,0.0,81,0,-1.8999999999999986,0
2025-05-07,19.1,9.5,27.1,0.0,48,0,18.9,14.2,22.5,0.0,79,0,0.20000000000000284,0
2025-05-08,18.2,13.2,24.4,3.3,53,0,19.6,15.4,23.8,0.0,80,0,-1.4000000000000021,0
2025-05-09,19.8,9.7,28.6,0.4,38,0,20.6,14.2,26.5,0.0,73,0,-0.8000000000000007,0
2025-05-10,20.6,12.6,28.7,0.5,37,0,21.1,15.7,27.6,0.0,70,0,-0.5,0
2025-05-11,20.5,12.9,27.6,0.0,36,0,20.3,13.6,25.4,0.0,70,0,0.1999999999999993,0
2025-05-12,17.4,11.4,23.6,0.5,53,0,20.6,15.2,25.7,0.0,70,0,-3.200000000000003,0
2025-05-13,15.5,10.8,20.5,0.8,45,0,21.2,15.4,27.9,0.0,56,0,-5.699999999999999,0
2025-05-14,14.0,7.6,20.5,1.1,50,0,18.9,14.4,23.6,0.1,67,0,-4.899999999999999,0
2025-05-15,13.9,7.5,20.9,0.0,58,0,19.5,12.8,26.0,0.0,61,0,-5.6,0
2025-05-16,18.7,9.2,28.2,0.1,42,0,18.6,14.1,22.8,0.7,77,0,0.09999999999999787,0
2025-05-17,21.6,13.6,29.0,0.0,30,0,20.6,14.7,25.8,0.0,60,0,1.0,0
2025-05-18,19.5,11.7,27.0,0.0,34,0,21.1,14.6,26.0,0.0,58,0,-1.6000000000000014,0
2025-05-19,17.1,10.6,24.6,0.0,40,0,22.6,16.9,29.3,0.0,49,0,-5.5,0
2025-05-20,18.5,10.1,25.8,0.0,31,0,21.5,14.9,28.9,0.0,58,0,-3.0,0
2025-05-21,18.5,10.0,24.9,0.0,34,0,23.0,15.0,32.0,0.0,46,0,-4.5,0
2025-05-22,21.4,12.2,28.5,0.0,25,0,24.4,15.1,34.9,0.0,49,0,-3.0,0
2025-05-23,23.7,13.2,31.5,0.0,22,0,25.9,17.8,33.6,0.0,41,0,-2.1999999999999993,0
2025-05-24,23.6,15.3,29.6,0.0,24,0,28.0,19.4,36.2,0.0,32,0,-4.399999999999999,0
2025-05-25,25.0,14.8,33.6,0.0,25,0,26.1,19.8,34.3,0.0,47,0,-1.1000000000000014,0
2025-05-26,25.1,19.4,31.5,0.0,25,0,25.1,20.5,28.7,0.0,55,0,0.0,0
2025-05-27,20.5,14.2,25.9,0.0,40,0,24.6,17.9,32.1,0.0,53,0,-4.100000000000001,0
2025-05-28,18.6,12.3,24.7,0.0,35,0,24.3,19.6,30.5,0.0,43,0,-5.699999999999999,0
2025-05-29,16.0,12.7,22.9,9.1,53,0,20.9,16.9,26.7,3.8,65,0,-4.899999999999999,0
2025-05-30,14.2,9.4,21.5,6.8,71,0,19.1,15.3,23.8,9.2,74,0,-4.900000000000002,0
2025-05-31,14.0,9.2,20.1,4.3,75,0,18.1,15.4,22.6,15.3,83,0,-4.100000000000001,0
2025-06-01,13.6,8.5,18.6,12.1,78,0,19.2,13.8,23.5,0.3,72,0,-5.6,0
2025-06-02,15.3,10.3,20.8,0.9,68,0,20.7,14.5,25.6,0.0,70,0,-5.399999999999999,0
2025-06-03,16.6,11.4,22.4,0.2,60,0,23.7,15.9,31.5,0.0,56,0,-7.099999999999998,0
2025-06-04,18.4,10.8,25.1,0.0,53,0,26.4,16.9,35.5,0.0,41,0,-8.0,0
2025-06-05,21.0,12.2,28.2,0.0,40,0,26.9,19.5,35.0,0.0,37,0,-5.899999999999999,0
2025-06-06,23.4,15.6,30.2,0.0,32,0,26.6,18.9,35.0,0.0,46,0,-3.200000000000003,0
2025-06-07,24.5,17.5,31.0,0.0,26,0,26.8,19.4,36.4,0.0,51,0,-2.3000000000000007,0
2025-06-08,24.3,14.7,31.1,0.0,16,0,27.3,21.0,35.7,0.0,49,0,-3.0,0
2025-06-09,24.6,14.5,32.3,0.0,19,0,26.7,19.4,36.6,0.0,53,0,-2.099999999999998,0
2025-06-10,25.7,18.3,31.7,0.0,21,0,26.6,20.0,34.5,0.0,56,0,-0.9000000000000021,0
2025-06-11,25.3,18.3,30.8,0.0,28,0,28.4,21.2,36.1,0.0,47,0,-3.099999999999998,0
2025-06-12,26.3,17.3,32.7,0.0,24,0,27.8,21.4,36.2,0.0,53,0,-1.5,0
2025-06-13,27.3,19.8,33.7,0.0,27,0,27.7,22.0,33.8,0.0,58,0,-0.3999999999999986,0
2025-06-14,23.3,18.1,27.7,3.7,44,0,27.3,22.6,32.2,0.0,63,0,-4.0,0
2025-06-15,20.4,14.1,26.3,0.0,34,0,27.8,21.6,36.2,0.0,50,0,-7.400000000000002,0
2025-06-16,19.6,13.3,25.5,0.0,34,0,27.9,22.6,35.7,0.0,29,0,-8.299999999999997,0
2025-06-17,20.2,13.9,25.8,0.0,32,0,28.3,21.2,36.0,0.0,26,0,-8.100000000000001,0
2025-06-18,21.4,15.1,26.9,0.0,28,0,28.7,21.6,35.8,0.0,25,0,-7.300000000000001,0
2025-06-19,23.6,16.7,29.4,0.0,28,0,29.8,21.2,38.0,0.0,29,0,-6.199999999999999,0
2025-06-20,25.3,16.1,32.5,0.0,26,0,29.7,21.5,37.6,0.0,34,0,-4.399999999999999,0
2025-06-21,24.2,18.8,30.8,0.5,34,0,29.0,22.8,36.2,0.0,48,0,-4.800000000000001,0
2025-06-22,21.0,15.4,25.7,0.0,48,0,29.3,23.8,35.5,0.8,38,0,-8.3,0
2025-06-23,21.3,14.0,26.8,0.0,30,0,29.7,23.9,37.2,0.0,28,0,-8.399999999999999,0
2025-06-24,23.1,16.0,29.1,0.0,22,0,29.8,21.6,37.8,0.0,23,0,-6.699999999999999,0
2025-06-25,25.1,16.7,31.9,0.0,21,0,31.3,21.9,40.1,0.0,26,0,-6.199999999999999,0
2025-06-26,26.5,18.9,32.8,0.0,18,0,31.2,23.1,40.0,0.0,34,0,-4.699999999999999,0
2025-06-27,26.3,20.1,31.7,0.0,23,0,33.2,25.1,42.2,0.0,29,0,-6.900000000000002,0
2025-06-28,26.5,18.9,32.1,0.0,21,0,32.6,26.3,41.0,0.0,31,0,-6.100000000000001,0
2025-06-29,22.0,18.0,28.2,0.4,31,0,32.1,25.6,39.2,0.0,26,0,-10.100000000000001,0
2025-06-30,19.9,13.2,26.0,0.0,36,0,29.8,24.2,36.9,0.0,25,0,-9.900000000000002,0
2025-07-01,23.0,16.7,28.7,0.0,37,0,30.2,23.0,37.3,0.0,31,0,-7.199999999999999,0
2025-07-02,23.8,18.0,29.2,0.0,31,0,31.6,24.2,39.6,0.0,30,0,-7.800000000000001,0
2025-07-03,20.9,14.6,26.2,0.0,30,0,31.6,25.1,38.0,0.0,16,0,-10.700000000000003,0
2025-07-04,20.2,14.0,25.4,0.0,35,0,31.0,25.5,37.1,0.0,19,0,-10.8,0
2025-07-05,21.4,14.2,27.9,0.0,33,0,29.8,23.5,37.1,0.0,26,0,-8.400000000000002,0
2025-07-06,24.1,17.1,30.7,0.0,31,0,30.2,22.2,36.8,0.0,31,0,-6.099999999999998,0
2025-07-07,26.2,18.6,32.7,0.0,24,0,31.8,23.5,39.0,0.0,30,0,-5.600000000000001,0
2025-07-08,28.5,17.8,36.3,0.0,18,0,29.4,23.5,34.3,0.0,43,0,-0.8999999999999986,0
2025-07-09,29.9,21.5,37.4,0.0,15,0,27.7,22.4,31.5,0.0,61,0,2.1999999999999993,0
2025-07-10,29.5,20.4,37.1,0.0,22,0,27.8,22.4,31.6,0.0,64,0,1.6999999999999993,0
2025-07-11,29.5,20.6,36.9,0.0,22,0,27.2,22.1,31.5,0.0,71,0,2.3000000000000007,0
2025-07-12,29.4,20.1,37.2,0.0,24,0,27.1,22.4,31.1,0.0,65,0,2.299999999999997,0
2025-07-13,30.5,22.4,36.9,0.0,27,0,27.3,22.6,31.5,0.0,67,0,3.1999999999999993,0
2025-07-14,30.9,24.3,36.7,0.0,23,0,27.9,23.8,31.6,0.0,71,0,3.0,0
2025-07-15,29.6,23.3,35.3,0.0,24,0,27.5,23.6,31.2,0.0,80,0,2.1000000000000014,0
2025-07-16,25.8,20.6,30.8,0.2,42,0,28.1,24.1,32.9,6.4,75,0,-2.3000000000000007,0
2025-07-17,25.1,16.6,32.2,0.0,48,0,28.1,22.5,32.9,0.0,69,0,-3.0,0
2025-07-18,26.4,18.1,34.8,0.3,44,0,28.7,25.3,31.6,0.8,75,0,-2.3000000000000007,0
2025-07-19,26.7,18.9,33.2,0.0,42,0,28.9,23.8,33.2,0.0,71,0,-2.1999999999999993,0
2025-07-20,26.5,19.5,31.7,0.0,41,0,30.8,25.6,37.8,0.0,55,0,-4.300000000000001,0
2025-07-21,27.8,21.2,33.9,0.0,29,0,31.1,25.8,39.0,0.0,54,0,-3.3000000000000007,0
2025-07-22,28.1,19.2,35.0,0.0,21,0,31.7,25.2,38.2,0.0,45,0,-3.599999999999998,0
2025-07-23,28.4,19.3,36.1,0.0,19,0,32.6,24.6,42.0,0.0,40,0,-4.200000000000003,0
2025-07-24,29.5,23.6,35.1,0.0,20,0,34.5,24.4,43.3,0.0,29,0,-5.0,0
2025-07-25,27.4,21.6,32.7,0.0,25,0,36.7,28.6,43.8,0.0,16,0,-9.300000000000004,0
2025-07-26,25.8,18.9,32.1,0.0,30,0,36.2,30.9,43.7,0.0,20,0,-10.400000000000002,0
2025-07-27,29.0,19.2,37.2,0.0,31,0,31.8,26.4,37.4,0.0,38,0,-2.8000000000000007,0
2025-07-28,31.6,21.6,38.8,0.0,27,0,30.1,25.7,34.2,0.0,63,0,1.5,0
2025-07-29,32.3,23.8,40.0,0.0,21,0,29.4,25.3,33.3,0.0,65,0,2.8999999999999986,0
2025-07-30,31.1,22.0,38.8,0.0,18,0,28.8,24.9,32.5,0.0,68,0,2.3000000000000007,0
2025-07-31,30.0,23.1,35.7,0.0,31,0,28.4,25.0,31.9,0.0,68,0,1.6000000000000014,0
2025-08-01,28.9,23.6,35.0,0.0,38,0,28.3,24.7,32.0,0.0,71,0,0.5999999999999979,0
2025-08-02,25.7,21.3,33.2,3.4,58,0,28.6,25.6,31.6,0.2,73,0,-2.900000000000002,0
2025-08-03,25.8,19.5,32.1,0.0,52,0,28.2,25.7,31.6,1.6,72,0,-2.3999999999999986,0
2025-08-04,26.4,20.2,31.4,1.3,47,0,28.4,23.8,32.5,0.0,64,0,-2.0,0
2025-08-05,28.2,21.0,34.8,0.0,39,0,29.2,24.9,33.2,0.0,69,0,-1.0,0
2025-08-06,29.4,22.2,36.1,0.0,27,0,29.9,25.4,33.7,0.0,66,0,-0.5,0
2025-08-07,29.4,22.8,34.9,0.0,21,0,29.6,24.6,34.0,0.0,68,0,-0.20000000000000284,0
2025-08-08,27.5,22.8,32.1,0.0,35,0,31.7,24.5,39.8,0.0,57,0,-4.199999999999999,0
2025-08-09,27.0,21.6,32.2,0.0,37,0,35.5,29.4,42.3,0.0,25,0,-8.5,0
2025-08-10,26.9,20.9,32.8,0.0,31,0,34.8,28.9,43.5,0.0,29,0,-7.899999999999999,0
2025-08-11,26.9,20.5,32.8,0.0,24,0,32.3,26.4,38.7,0.0,36,0,-5.399999999999999,0
2025-08-12,26.3,20.6,32.1,0.0,17,0,32.8,25.0,40.7,0.0,33,0,-6.4999999999999964,0
2025-08-13,26.8,20.2,33.0,0.0,24,0,33.1,25.8,41.2,0.0,26,0,-6.300000000000001,0
2025-08-14,28.7,21.7,35.9,0.0,19,0,32.1,25.4,38.8,0.0,29,0,-3.400000000000002,0
2025-08-15,29.2,22.3,36.3,0.0,15,0,29.8,24.0,34.6,0.0,46,0,-0.6000000000000014,0
2025-08-16,26.0,20.4,31.8,0.0,25,0,28.7,24.5,32.5,0.0,65,0,-2.6999999999999993,0
2025-08-17,26.2,18.3,33.4,0.0,26,0,28.3,24.2,32.5,0.0,66,0,-2.1000000000000014,0
2025-08-18,26.5,19.0,33.3,0.0,37,0,28.2,25.2,31.1,0.0,66,0,-1.6999999999999993,0
2025-08-19,26.3,19.8,31.7,0.0,36,0,28.9,23.6,34.2,0.0,52,0,-2.599999999999998,0
2025-08-20,26.4,20.8,31.7,0.0,33,0,29.6,24.5,35.2,0.0,52,0,-3.200000000000003,0
2025-08-21,25.1,18.5,30.6,0.0,37,0,30.2,25.1,37.7,0.0,46,0,-5.099999999999998,0
2025-08-22,26.1,17.4,35.4,0.0,27,0,30.5,24.0,37.4,0.0,44,0,-4.399999999999999,0
2025-08-23,26.8,17.7,35.6,0.0,19,0,29.4,23.4,35.8,0.0,48,0,-2.599999999999998,0
2025-08-24,25.8,19.9,32.4,0.0,33,0,28.5,23.8,33.2,0.0,56,0,-2.6999999999999993,0
2025-08-25,23.5,18.2,28.8,0.0,45,0,30.7,26.3,37.0,0.0,42,0,-7.199999999999999,0
2025-08-26,23.2,17.6,28.5,0.0,39,0,30.0,24.8,36.0,0.0,52,0,-6.800000000000001,0
2025-08-27,22.9,17.6,28.4,0.0,29,0,29.9,24.5,36.1,0.0,55,0,-7.0,0
2025-08-28,22.6,17.6,28.3,0.0,29,0,29.6,24.2,36.1,0.0,50,0,-7.0,0
2025-08-29,23.2,15.8,30.4,0.0,32,0,27.5,22.1,31.9,0.0,59,0,-4.300000000000001,0
2025-08-30,25.1,15.8,33.2,0.0,25,0,27.4,23.0,31.0,0.0,72,0,-2.299999999999997,0
2025-08-31,26.9,19.8,35.7,0.0,29,0,27.7,23.4,31.4,0.0,70,0,-0.8000000000000007,0
2025-09-01,26.7,17.7,35.6,0.0,22,0,27.5,22.2,31.5,0.0,64,0,-0.8000000000000007,0
2025-09-02,26.1,19.4,31.7,0.0,34,0,27.0,22.8,31.4,0.0,66,0,-0.8999999999999986,0
2025-09-03,24.5,18.9,29.6,0.0,33,0,29.5,24.2,36.8,0.0,49,0,-5.0,0
2025-09-04,22.7,17.5,27.6,0.0,39,0,28.9,23.8,36.4,0.0,44,0,-6.199999999999999,0
2025-09-05,23.2,16.2,29.0,0.0,41,0,27.7,23.6,32.2,0.2,64,0,-4.5,0
2025-09-06,24.4,18.8,31.6,0.0,32,0,26.0,22.8,29.5,6.6,73,0,-1.6000000000000014,0
2025-09-07,21.4,16.1,26.8,0.4,53,0,25.7,20.9,30.7,4.4,63,0,-4.300000000000001,0
2025-09-08,18.7,14.7,22.4,3.2,68,0,26.6,22.0,31.4,0.6,61,0,-7.900000000000002,0
2025-09-09,18.0,12.1,23.5,0.0,63,0,26.7,21.5,32.7,0.0,51,0,-8.7,0
2025-09-10,18.6,11.1,25.6,0.0,52,0,28.2,21.5,36.3,0.0,41,0,-9.599999999999998,0
2025-09-11,20.2,13.2,27.6,0.0,41,0,29.0,22.1,38.0,0.0,30,0,-8.8,0
2025-09-12,21.7,14.0,28.8,0.0,39,0,28.0,23.5,34.8,0.0,41,0,-6.300000000000001,0
2025-09-13,22.4,15.7,28.0,0.0,38,0,27.5,21.6,35.1,0.0,56,0,-5.100000000000001,0
2025-09-14,22.5,17.2,28.1,0.0,38,0,28.3,23.0,35.9,0.0,52,0,-5.800000000000001,0
2025-09-15,22.9,15.2,30.1,0.0,35,0,27.4,21.7,33.8,0.0,56,0,-4.5,0
2025-09-16,22.8,15.7,28.7,0.0,42,0,28.1,22.3,36.2,0.0,47,0,-5.300000000000001,0
2025-09-17,22.1,13.7,29.6,0.0,34,0,28.2,21.8,36.6,0.0,45,0,-6.099999999999998,0
2025-09-18,19.4,14.3,24.8,0.0,38,0,28.7,21.5,36.7,0.0,38,0,-9.3,0
2025-09-19,14.9,9.6,20.2,0.0,44,0,25.6,20.0,31.2,0.0,23,0,-10.700000000000001,0
2025-09-20,16.0,11.0,21.0,0.0,47,0,26.1,20.8,31.8,0.0,26,0,-10.100000000000001,0
2025-09-21,16.9,12.2,22.2,0.0,41,0,26.5,20.1,33.4,0.0,28,0,-9.600000000000001,0
2025-09-22,17.2,9.9,23.7,0.0,32,0,25.2,18.9,32.8,0.0,32,0,-8.0,0
2025-09-23,18.7,10.7,26.5,0.0,21,0,24.2,16.9,31.2,0.0,39,0,-5.5,0
2025-09-24,20.4,12.5,28.1,0.0,18,0,24.4,17.1,31.8,0.0,34,0,-4.0,0
2025-09-25,20.0,11.5,27.7,0.0,20,0,26.4,18.2,35.5,0.0,29,0,-6.399999999999999,0
2025-09-26,19.3,13.5,24.9,0.0,35,0,26.4,20.1,35.2,0.0,39,0,-7.099999999999998,0
2025-09-27,18.0,12.5,23.7,0.0,42,0,25.2,19.6,31.6,0.2,52,0,-7.199999999999999,0
2025-09-28,19.6,12.1,28.7,0.0,37,0,24.5,21.6,27.6,0.1,70,0,-4.899999999999999,0
2025-09-29,19.4,14.0,26.1,0.1,48,0,22.9,20.8,26.1,2.8,74,0,-3.5,0
2025-09-30,15.7,13.4,19.6,3.9,70,0,24.9,19.0,32.0,0.1,56,0,-9.2,0
2025-10-01,14.1,8.9,18.5,0.0,57,0,24.0,18.3,30.1,0.0,35,0,-9.9,0
2025-10-02,14.8,9.3,20.6,0.0,55,0,23.0,17.1,28.6,0.9,47,0,-8.2,0
2025-10-03,17.6,10.7,24.6,0.0,46,0,21.8,18.0,25.0,13.3,71,0,-4.199999999999999,0
2025-10-04,19.1,13.8,26.3,0.0,52,0,21.1,17.9,26.2,2.3,78,0,-2.0,0
2025-10-05,16.4,10.1,22.4,0.0,55,0,21.2,16.0,26.5,0.0,60,0,-4.800000000000001,0
2025-10-06,16.9,9.5,24.0,0.0,40,0,20.7,14.6,26.2,0.0,58,0,-3.8000000000000007,0
2025-10-07,16.3,9.0,25.1,0.1,54,0,19.9,18.0,24.9,13.7,77,0,-3.599999999999998,0
2025-10-08,14.2,11.5,18.2,5.8,69,0,17.8,14.4,22.5,5.2,79,0,-3.6000000000000014,0
2025-10-09,12.5,7.1,17.9,0.2,60,0,17.2,13.4,22.3,0.1,70,0,-4.699999999999999,0
2025-10-10,11.0,5.2,16.2,0.0,66,0,18.7,13.6,25.9,0.0,55,0,-7.699999999999999,0
2025-10-11,12.5,6.3,19.5,0.0,58,0,18.8,12.5,25.7,0.0,56,0,-6.300000000000001,0
2025-10-12,9.2,6.1,12.5,4.0,65,0,19.8,16.7,24.3,0.0,36,0,-10.600000000000001,0
2025-10-13,9.0,2.5,14.6,0.0,67,0,19.2,13.9,25.1,0.0,33,0,-10.2,0
2025-10-14,10.4,5.1,16.9,0.0,63,0,18.4,11.8,24.5,0.0,46,0,-7.999999999999998,0
2025-10-15,12.0,6.0,18.4,0.0,57,0,19.0,12.8,25.4,0.0,54,0,-7.0,0
2025-10-16,13.5,8.4,19.8,0.0,47,0,19.5,13.1,26.1,0.0,52,0,-6.0,0
2025-10-17,14.7,8.5,21.8,0.0,38,0,19.2,11.9,26.4,0.0,55,0,-4.5,0
2025-10-18,15.1,6.0,24.5,0.0,42,0,19.9,13.9,26.2,0.0,59,0,-4.799999999999999,0
2025-10-19,15.8,9.7,23.1,0.0,55,0,20.3,14.6,26.0,0.0,55,0,-4.5,0
2025-10-20,13.8,9.6,17.7,0.6,70,0,21.2,17.0,25.5,0.0,52,0,-7.399999999999999,0
2025-10-21,13.0,9.6,17.3,3.1,80,0,20.9,16.0,25.8,0.0,56,0,-7.899999999999999,0
2025-10-22,14.5,7.6,21.8,0.1,65,0,19.8,15.4,25.8,21.8,67,0,-5.300000000000001,0
2025-10-23,15.0,10.4,21.0,0.0,59,0,19.2,17.2,21.7,36.6,84,0,-4.199999999999999,0
2025-10-24,15.6,9.8,22.6,0.0,58,0,19.9,16.8,23.6,0.2,78,0,-4.299999999999999,0
2025-10-25,16.0,9.2,23.5,0.0,64,0,20.8,18.4,24.2,1.2,84,0,-4.800000000000001,0
2025-10-26,15.7,10.0,23.8,0.0,61,0,19.9,15.4,24.8,0.0,78,0,-4.199999999999999,0
2025-10-27,16.5,7.4,26.4,0.0,57,0,20.2,17.1,24.0,0.0,74,0,-3.6999999999999993,0
2025-10-28,15.7,9.8,21.9,0.0,64,0,19.8,18.2,22.1,2.2,86,0,-4.100000000000001,0
2025-10-29,12.9,9.2,17.3,0.2,60,0,20.1,14.6,27.4,0.0,61,0,-7.200000000000001,0
2025-10-30,11.0,5.5,17.9,0.0,45,0,17.8,11.7,25.5,0.0,48,0,-6.800000000000001,0
2025-10-31,11.8,4.5,20.4,0.0,36,0,17.2,10.5,25.9,0.0,53,0,-5.399999999999999,0
2025-11-01,13.2,7.5,19.8,0.0,30,0,17.1,10.6,24.1,0.0,62,0,-3.900000000000002,0
2025-11-02,13.2,8.2,19.2,0.0,30,0,18.4,12.9,25.5,0.0,64,0,-5.199999999999999,0
2025-11-03,13.9,7.8,21.9,0.0,28,0,18.2,11.7,26.8,0.0,60,0,-4.299999999999999,0
2025-11-04,14.0,6.3,21.2,0.0,36,0,17.9,11.6,26.6,0.0,52,0,-3.8999999999999986,0
2025-11-05,14.7,9.9,20.5,0.0,36,0,18.6,12.9,26.6,0.0,58,0,-3.900000000000002,0
2025-11-06,14.4,9.7,19.2,0.3,50,0,19.4,14.1,28.2,9.4,65,0,-4.999999999999998,0
2025-11-07,14.6,9.5,20.9,0.0,52,0,17.6,14.7,22.0,18.4,81,0,-3.0000000000000018,0
2025-11-08,12.5,5.8,19.4,0.0,63,0,17.4,12.5,23.3,0.0,74,0,-4.899999999999999,0
2025-11-09,12.8,6.6,19.9,0.0,60,0,17.4,12.4,24.5,0.0,70,0,-4.599999999999998,0
2025-11-10,13.2,8.4,19.3,0.0,46,0,16.6,10.7,23.8,0.0,65,0,-3.400000000000002,0
2025-11-11,13.9,8.6,20.7,0.0,53,0,16.3,11.0,22.8,0.0,62,0,-2.4000000000000004,0
2025-11-12,11.1,4.9,16.9,0.2,69,0,16.3,12.1,22.0,1.8,77,0,-5.200000000000001,0
2025-11-13,10.7,6.6,14.9,1.6,68,0,16.1,11.4,22.0,0.8,76,0,-5.400000000000002,0
2025-11-14,8.0,4.9,12.7,0.0,64,0,16.3,11.8,22.9,0.0,46,0,-8.3,0
2025-11-15,6.7,2.8,11.0,0.0,59,0,15.4,11.1,21.5,0.0,36,0,-8.7,0
2025-11-16,7.3,0.5,14.5,0.0,61,0,14.7,8.6,21.7,0.0,39,0,-7.3999999999999995,0
2025-11-17,8.2,0.5,16.7,0.0,61,0,14.9,9.1,21.2,0.0,57,0,-6.700000000000001,0
2025-11-18,8.8,0.6,17.9,0.0,64,0,16.2,11.2,22.2,0.0,65,0,-7.399999999999999,0
2025-11-19,10.5,4.8,17.6,0.0,44,0,16.1,9.8,22.6,0.0,61,0,-5.600000000000001,0
2025-11-20,10.3,2.7,18.6,0.0,52,0,16.7,10.7,24.0,0.0,54,0,-6.399999999999999,0
2025-11-21,10.5,2.5,19.7,0.0,54,0,17.8,11.4,26.0,0.0,49,0,-7.300000000000001,0
2025-11-22,15.3,9.8,22.7,0.0,40,0,18.8,12.3,26.3,0.0,51,0,-3.5,0
2025-11-23,15.5,10.6,22.9,0.0,36,0,18.9,13.6,25.5,0.0,60,0,-3.3999999999999986,0
2025-11-24,12.6,8.8,15.9,6.0,59,0,16.5,13.6,20.4,6.2,80,0,-3.9000000000000004,0
2025-11-25,9.8,6.9,13.9,2.6,81,0,16.1,12.4,21.4,3.4,77,0,-6.300000000000001,0
2025-11-26,8.5,2.0,15.9,0.0,78,0,15.0,13.5,17.0,20.7,94,0,-6.5,0
2025-11-27,9.6,5.3,15.3,0.0,74,0,15.8,13.9,19.1,3.1,87,0,-6.200000000000001,0
2025-11-28,8.4,2.7,14.6,0.0,74,0,16.0,13.1,21.0,1.0,73,0,-7.6,0
2025-11-29,9.3,2.9,16.5,0.2,63,0,13.9,10.9,18.8,42.7,83,0,-4.6,0
2025-11-30,8.6,4.2,13.4,11.8,77,0,13.7,11.5,17.2,1.4,85,0,-5.1,0
2025-12-01,5.4,0.4,12.4,0.1,81,0,12.4,7.7,18.3,0.0,72,0,-7.0,0
2025-12-02,5.2,1.7,10.6,0.0,77,0,12.4,7.3,20.0,0.0,65,0,-7.2,0
2025-12-03,4.8,0.9,10.3,0.0,78,0,12.3,7.5,18.8,0.0,69,0,-7.500000000000001,0
2025-12-04,5.4,1.5,10.0,0.0,75,0,13.7,9.8,19.0,0.0,73,0,-8.299999999999999,0
2025-12-05,5.8,2.7,9.0,8.3,81,0,13.5,12.4,14.8,42.6,90,0,-7.7,0
2025-12-06,7.5,4.9,11.1,18.3,86,0,12.6,10.9,14.8,25.7,92,0,-5.1,0
2025-12-07,4.9,2.2,7.4,5.5,95,0,12.3,10.1,15.5,5.0,86,0,-7.4,0
2025-12-08,4.7,0.6,9.3,0.0,88,0,13.0,9.1,19.1,0.0,78,0,-8.3,0
2025-12-09,6.6,5.1,8.2,0.0,84,0,14.0,10.8,19.6,0.0,58,0,-7.4,0
2025-12-10,7.4,6.2,9.6,0.2,84,0,13.4,8.8,20.5,0.0,62,0,-6.0,0
2025-12-11,5.8,2.8,7.9,1.1,80,0,13.8,10.3,19.5,0.0,54,0,-8.0,0
2025-12-12,3.6,-0.2,8.0,0.0,80,1,11.7,6.8,18.0,0.0,57,0,-8.1,0
2025-12-13,3.8,-0.2,8.3,0.0,81,1,12.0,6.8,20.4,0.0,63,0,-8.2,0
2025-12-14,4.5,2.3,9.1,0.0,81,0,11.6,6.4,17.8,0.0,60,0,-7.1,0
2025-12-15,3.6,1.6,7.2,0.2,77,0,12.2,7.7,17.9,0.0,53,0,-8.6,0
2025-12-16,2.3,-0.7,6.3,0.0,74,1,12.0,7.1,19.0,0.0,44,0,-9.7,0
2025-12-17,2.0,-0.9,6.2,0.0,71,1,11.1,5.6,19.1,0.0,45,0,-9.1,0
2025-12-18,1.6,-2.2,6.8,0.0,68,1,10.5,4.1,18.9,0.0,46,0,-8.9,0
2025-12-19,3.0,-0.8,8.3,0.0,53,1,9.7,3.1,17.9,0.0,53,0,-6.699999999999999,0
